date,school,party_s,party_rv,party_kf,party_nb,party_sf,party_vegan,party_la,party_kd,party_df,party_v,party_el,party_alt,blank,invalid,not_voted,valid,electorate,municipality,zip_code,region
2021-10-14,Albertslund Ungecenter,15,6,1,2,7,0,0,0,2,0,12,0,10,1,39,45,95,Albertslund Kommune,2620,Region Hovedstaden
2021-10-14,Ålholm Skole,21,6,7,0,22,0,3,0,0,4,26,2,4,1,84,91,180,Københavns Kommune,2500,Region Hovedstaden
2021-10-14,Aller Friskole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kolding Kommune,6070,Region Syddanmark
2021-10-14,Allerslev Skole,33,8,8,1,14,3,3,0,21,3,18,0,10,0,24,112,146,Lejre Kommune,4320,Region Sjælland
2021-10-14,Allerød Privatskole,11,31,27,1,1,2,3,0,3,3,1,2,2,0,0,85,87,Allerød Kommune,3450,Region Hovedstaden
2021-10-14,Alme Skole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gribskov Kommune,3230,Region Hovedstaden
2021-10-14,Amager Fælled Skole,19,18,6,1,20,1,2,0,2,7,23,0,0,12,2,99,113,Københavns Kommune,2300,Region Hovedstaden
2021-10-14,Andreasskolen,3,9,14,1,5,0,6,2,0,2,2,0,2,0,7,44,53,Holbæk Kommune,4300,Region Sjælland
2021-10-14,Anna Trolles Skole,13,3,3,2,12,1,11,0,6,3,1,1,8,0,12,56,76,Middelfart Kommune,5464,Region Syddanmark
2021-10-14,Ans Skole,18,6,2,13,0,2,4,0,0,7,2,2,5,1,15,56,77,Silkeborg Kommune,8643,Region Midtjylland
2021-10-14,Antvorskov Skole,19,21,50,3,5,2,21,1,16,51,7,1,13,0,15,197,225,Slagelse Kommune,4200,Region Sjælland
2021-10-14,Appenæs Friskole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Næstved Kommune,4700,Region Sjælland
2021-10-14,Arden Skole,41,5,7,0,5,6,0,2,8,5,2,1,2,0,6,82,90,Mariagerfjord Kommune,9510,Region Nordjylland
2021-10-14,Arenaskolen,3,8,2,1,3,0,9,1,2,0,4,0,1,0,25,33,59,Greve Kommune,2670,Region Sjælland
2021-10-14,Arrild Friskole og Børnehus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tønder Kommune,6520,Region Syddanmark
2021-10-14,Artium-skolen,33,8,12,10,3,3,5,2,21,23,1,0,14,5,18,121,158,Ikast-Brande Kommune,7330,Region Midtjylland
2021-10-14,Asnæs Skole,9,1,0,1,3,1,2,0,0,1,1,1,4,0,14,20,38,Odsherred Kommune,4550,Region Sjælland
2021-10-14,Assens Skole,14,0,7,0,8,0,0,0,2,5,2,0,2,0,0,38,40,Mariagerfjord Kommune,9550,Region Nordjylland
2021-10-14,Atheneskolen,6,9,5,0,6,1,3,0,0,0,4,1,2,1,5,35,43,Gladsaxe Kommune,2860,Region Hovedstaden
2021-10-14,Augustenborg Skole,31,1,1,0,0,2,0,0,11,0,1,0,22,0,1,47,70,Sønderborg Kommune,6440,Region Syddanmark
2021-10-14,Aulum-Hodsager Skole,17,23,13,0,3,0,5,2,3,24,2,0,0,0,0,92,92,Herning Kommune,7490,Region Midtjylland
2021-10-14,Auning Skole,55,7,7,5,16,7,13,5,7,18,7,6,7,1,14,153,175,Norddjurs Kommune,8963,Region Midtjylland
2021-10-14,Autisme Center Vestsjælland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Slagelse Kommune,4200,Region Sjælland
2021-10-14,Avedøre Skole,29,12,18,1,3,2,1,2,5,3,2,0,7,0,40,78,125,Hvidovre Kommune,2650,Region Hovedstaden
2021-10-14,Bagsværd Friskole (Hanna Skolen),9,4,13,1,0,1,1,0,2,1,11,0,2,3,0,43,48,Gladsaxe Kommune,2880,Region Hovedstaden
2021-10-14,Bagsværd Gymnasiums Grundskole,30,45,86,7,4,5,18,1,1,41,11,7,6,18,45,256,325,Gladsaxe Kommune,2880,Region Hovedstaden
2021-10-14,Bagsværd Skole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gladsaxe Kommune,2880,Region Hovedstaden
2021-10-14,Bagterp undervisningssted,16,4,4,0,4,0,8,0,2,14,0,0,1,1,6,52,60,Hjørring Kommune,9800,Region Nordjylland
2021-10-14,Bakkegårdsskolen,10,11,12,4,1,2,1,0,1,15,4,3,6,0,11,64,81,Gentofte Kommune,2820,Region Hovedstaden
2021-10-14,Bakkegårdsskolen,17,4,1,1,2,2,2,0,11,6,0,2,0,0,0,48,48,Aarhus Kommune,8380,Region Midtjylland
2021-10-14,Bakkeskolen Cosmos,7,13,6,5,3,0,11,0,5,7,18,2,6,1,0,77,84,Esbjerg Kommune,6705,Region Syddanmark
2021-10-14,Balletskolen,4,3,0,0,9,0,0,0,0,3,2,2,0,0,17,23,40,Holstebro Kommune,7500,Region Midtjylland
2021-10-14,Balsmoseskolen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Egedal Kommune,2765,Region Hovedstaden
2021-10-14,Baltorpskolen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ballerup Kommune,2750,Region Hovedstaden
2021-10-14,Bankagerskolen,26,6,18,1,2,2,8,0,3,8,3,1,4,1,0,78,83,Horsens Kommune,8700,Region Midtjylland
2021-10-14,Bavnebakkeskolen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rebild Kommune,9530,Region Nordjylland
2021-10-14,Bavnehøj Skole,9,2,7,6,78,0,7,0,3,8,0,0,4,12,0,120,136,Aarhus Kommune,8361,Region Midtjylland
2021-10-14,Beder Skole,18,6,21,3,9,1,1,0,1,2,12,4,2,0,13,78,93,Aarhus Kommune,8330,Region Midtjylland
2021-10-14,Bedsted Friskole,6,2,0,0,3,0,0,0,0,6,0,0,0,0,0,17,17,Tønder Kommune,6240,Region Syddanmark
2021-10-14,Bernadotteskolen,3,15,1,0,6,0,1,0,0,1,4,1,1,0,13,32,46,Gentofte Kommune,2900,Region Hovedstaden
2021-10-14,Biersted Skole,8,9,54,5,1,1,4,0,0,6,1,0,1,0,0,89,90,Jammerbugt Kommune,9440,Region Nordjylland
2021-10-14,Billesborgskolen,6,6,5,5,8,1,0,1,3,0,2,0,0,0,7,37,44,Køge Kommune,4600,Region Sjælland
2021-10-14,Billums Privatskole,6,8,1,0,3,0,0,0,4,5,1,1,0,0,0,29,29,Lyngby-Taarbæk Kommune,2800,Region Hovedstaden
2021-10-14,Bindernæs Efterskole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lolland Kommune,4970,Region Sjælland
2021-10-14,Birkerød Privatskole,3,13,17,0,2,1,3,0,0,11,1,1,4,0,8,52,64,Rudersdal Kommune,3460,Region Hovedstaden
2021-10-14,Birkhovedskolen,33,8,10,4,18,0,7,0,1,4,4,0,0,0,26,89,115,Nyborg Kommune,5800,Region Syddanmark
2021-10-14,Bjergby Friskole,9,0,8,3,0,0,0,0,0,8,0,0,0,0,0,28,28,Morsø Kommune,7950,Region Nordjylland
2021-10-14,Bjerre Gymnastik- og Idrætsefterskole Akademiet,9,28,12,3,1,1,3,1,1,16,0,0,5,0,8,75,88,Hedensted Kommune,8783,Region Midtjylland
2021-10-14,Blåbjerg Friskole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Varde Kommune,6854,Region Syddanmark
"2021-10-14,""Blåbjergskolen, Nr. Nebel afd."",15,7,20,6,2,0,5,2,3,10,1,0,3,1,17,71,92,Varde Kommune,6830,Region Syddanmark"
2021-10-14,Blågård Skole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Københavns Kommune,2200,Region Hovedstaden
2021-10-14,Blåvandshuk Skole,20,15,13,3,6,7,6,6,6,14,3,5,2,0,14,104,120,Varde Kommune,6840,Region Syddanmark
2021-10-14,Blovstrød Skole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Allerød Kommune,3450,Region Hovedstaden
2021-10-14,Blære Friskole,2,2,0,1,0,0,2,0,0,0,0,0,1,0,2,7,10,Vesthimmerlands Kommune,9600,Region Nordjylland
2021-10-14,Boesagerskolen,60,21,22,0,18,1,19,1,9,17,2,4,8,11,12,174,205,Egedal Kommune,2765,Region Hovedstaden
2021-10-14,Bogense Skole,38,20,0,1,1,2,0,0,8,1,3,2,1,0,23,76,100,Nordfyns Kommune,5400,Region Syddanmark
2021-10-14,Bordings Friskole,13,0,2,0,9,4,3,0,0,0,33,0,2,1,8,64,75,Københavns Kommune,2100,Region Hovedstaden
2021-10-14,Bornholms Efterskole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bornholms Regionskommune,3700,Region Hovedstaden
2021-10-14,Borup Skole,11,50,40,2,3,0,2,0,3,2,2,0,1,0,14,115,130,Køge Kommune,4140,Region Sjælland
"2021-10-14,""Bramdrup Skole, almen"",33,20,3,2,6,1,4,1,6,2,4,0,0,0,8,82,90,Kolding Kommune,6000,Region Syddanmark"
2021-10-14,Brårup Skole,15,24,28,5,5,4,17,0,3,40,1,3,6,0,0,145,151,Skive Kommune,7800,Region Midtjylland
2021-10-14,Bredagerskolen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vejle Kommune,7300,Region Syddanmark
2021-10-14,Bredballe Privatskole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vejle Kommune,7120,Region Syddanmark
2021-10-14,Bredsten - Gadbjerg Skole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vejle Kommune,7182,Region Syddanmark
2021-10-14,Broager Skole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sønderborg Kommune,6310,Region Syddanmark
2021-10-14,Brobyskolerne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Faaborg-Midtfyn Kommune,5672,Region Syddanmark
2021-10-14,Broskolen,37,5,6,8,12,5,10,1,2,7,11,0,13,0,33,104,150,Faaborg-Midtfyn Kommune,5792,Region Syddanmark
"2021-10-14,""Brovandeskolen, Den Lille Skole i Skagen"",2,3,3,3,0,1,10,1,2,5,1,1,0,0,0,32,32,Frederikshavn Kommune,9990,Region Nordjylland"
2021-10-14,Brovst Skole,17,7,35,7,2,1,1,0,1,8,2,2,4,0,14,83,101,Jammerbugt Kommune,9460,Region Nordjylland
2021-10-14,Brændgårdskolen,7,4,0,0,3,0,0,0,0,25,26,0,0,1,0,65,66,Herning Kommune,7400,Region Midtjylland
2021-10-14,Brændkjærskolen,50,53,1,2,7,7,9,1,7,35,2,0,8,0,14,174,196,Kolding Kommune,6000,Region Syddanmark
2021-10-14,Brøndby Strand Skole,17,14,93,1,9,0,2,0,2,4,4,0,0,0,24,146,170,Brøndby Kommune,2660,Region Hovedstaden
2021-10-14,Brøndbyvester Skole,25,22,53,7,6,3,23,0,10,14,23,3,12,1,52,189,254,Brøndby Kommune,2605,Region Hovedstaden
2021-10-14,Brøndbyøster Skole,44,23,5,3,6,2,13,0,9,5,13,2,5,2,30,125,162,Brøndby Kommune,2605,Region Hovedstaden
2021-10-14,Brønshøj Skole,33,17,1,3,6,1,0,2,3,4,4,2,5,0,0,76,81,Københavns Kommune,2700,Region Hovedstaden
2021-10-14,Buddinge Skole,5,1,1,0,0,1,4,0,0,7,15,0,4,0,10,34,48,Gladsaxe Kommune,2860,Region Hovedstaden
2021-10-14,Byplanvejens Skole,16,2,7,1,0,0,0,0,3,3,1,0,0,0,0,33,33,Aalborg Kommune,9210,Region Nordjylland
2021-10-14,Byskolen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lolland Kommune,4900,Region Sjælland
2021-10-14,Byskovskolen,15,11,12,0,24,0,24,0,1,2,6,2,1,1,0,97,99,Ringsted Kommune,4100,Region Sjælland
2021-10-14,Bække Skole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vejen Kommune,6622,Region Syddanmark
2021-10-14,Bækkegårdsskolen,21,6,2,1,3,2,8,1,5,1,21,1,1,1,17,72,91,Egedal Kommune,3650,Region Hovedstaden
2021-10-14,Børneskolen på Filadelfia,4,0,2,0,1,1,0,0,2,0,2,0,0,0,4,12,16,Sorø Kommune,4293,Region Sjælland
2021-10-14,Campusskolen,47,21,63,11,51,0,49,0,7,9,30,0,9,0,0,288,297,Ringsted Kommune,4100,Region Sjælland
2021-10-14,CampusU10,4,2,2,2,0,0,2,0,2,10,2,0,1,0,20,26,47,Frederikssund Kommune,3600,Region Hovedstaden
2021-10-14,Center for Udsatte og Kriminalitetstruede Unge (CUKU),0,1,0,0,0,0,2,0,0,1,0,0,1,0,3,4,8,Københavns Kommune,2300,Region Hovedstaden
2021-10-14,Christiansfeld Skole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kolding Kommune,6070,Region Syddanmark
2021-10-14,Christinelyst og Klinkby Skole,17,12,27,4,7,0,1,3,1,37,9,0,3,0,9,118,130,Lemvig Kommune,7620,Region Midtjylland
2021-10-14,Dagnæsskolen,21,12,26,3,2,2,1,1,1,5,0,0,3,0,5,74,82,Horsens Kommune,8700,Region Midtjylland
2021-10-14,Dagskolen VIKASKU,7,3,0,0,0,0,0,2,0,1,1,0,0,0,16,14,30,Frederiksberg Kommune,2000,Region Hovedstaden
2021-10-14,Dalby Skole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kolding Kommune,6000,Region Syddanmark
2021-10-14,Dalumskolen,28,10,33,1,5,3,0,0,0,2,3,1,1,1,61,86,149,Odense Kommune,5260,Region Syddanmark
2021-10-14,Danmarksgades Skole Urban,12,7,17,3,2,0,3,0,4,1,8,0,5,0,8,57,70,Esbjerg Kommune,6700,Region Syddanmark
2021-10-14,Dansborgskolen,14,14,43,4,4,0,5,0,0,44,7,1,4,0,40,136,180,Hvidovre Kommune,2650,Region Hovedstaden
2021-10-14,Den Fri Hestehaveskole,16,5,0,0,0,0,7,0,0,1,2,0,0,0,4,31,35,Skanderborg Kommune,8464,Region Midtjylland
2021-10-14,Det Frie Gymnasiums Grundskole,1,6,1,0,19,5,1,0,0,0,51,2,3,0,36,86,125,Københavns Kommune,2200,Region Hovedstaden
2021-10-14,Det Kgl Vaisenhus Skole,14,4,0,3,2,1,0,0,2,0,9,1,1,0,0,36,37,Københavns Kommune,1364,Region Hovedstaden
2021-10-14,Det Kongelige Teater Balletskolen Odense,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Odense Kommune,5000,Region Syddanmark
2021-10-14,Deutsche Schule Hadersleben,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Haderslev Kommune,6100,Region Syddanmark
2021-10-14,Deutsche Schule Sonderburg,30,8,23,0,1,0,0,0,0,5,4,3,1,2,13,74,90,Sønderborg Kommune,6400,Region Syddanmark
2021-10-14,Deutsche Schule Tingleff,6,10,4,0,3,3,0,0,3,6,0,2,0,2,9,37,48,Aabenraa Kommune,6360,Region Syddanmark
2021-10-14,DIA Privatskole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Københavns Kommune,2200,Region Hovedstaden
"2021-10-14,""Distrikt Nord, Skagen skoleafdeling"",15,5,2,5,4,1,4,0,4,5,0,0,5,0,15,45,65,Frederikshavn Kommune,9990,Region Nordjylland"
"2021-10-14,""Distrikt Nord, Strandby skoleafdeling"",15,5,7,13,1,2,4,1,6,14,1,4,4,0,7,73,84,Frederikshavn Kommune,9970,Region Nordjylland"
"2021-10-14,""Distrikt Syd, Sæbygård skoleafdeling"",53,19,8,7,8,1,8,0,11,14,4,7,6,1,17,140,164,Frederikshavn Kommune,9300,Region Nordjylland"
"2021-10-14,""Distrikt Vest, Ravnshøj skoleafdeling"",11,5,11,0,6,1,1,0,0,1,0,0,2,0,7,36,45,Frederikshavn Kommune,9900,Region Nordjylland"
"2021-10-14,""Distrikt Øst, Frydenstrand skoleafdeling"",24,6,85,2,1,3,4,0,1,6,1,0,1,5,26,133,165,Frederikshavn Kommune,9900,Region Nordjylland"
2021-10-14,Distriktsskolen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tønder Kommune,6240,Region Syddanmark
2021-10-14,Dragør Skole,24,21,3,4,4,0,12,0,0,3,4,2,1,0,8,77,86,Dragør Kommune,2791,Region Hovedstaden
2021-10-14,Dronninglund Skole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Brønderslev Kommune,9330,Region Nordjylland
2021-10-14,Dueholmskolen,101,29,24,9,10,12,18,0,40,73,7,2,11,6,40,325,382,Morsø Kommune,7900,Region Nordjylland
2021-10-14,Dyssegårdsskolen,12,15,22,2,19,0,22,0,0,10,8,3,5,0,0,113,118,Gentofte Kommune,2900,Region Hovedstaden
2021-10-14,Egedal 10. klassecenter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Egedal Kommune,3650,Region Hovedstaden
2021-10-14,Egelundskolen,7,19,11,4,8,2,1,0,0,1,2,1,7,2,15,56,80,Albertslund Kommune,2620,Region Hovedstaden
2021-10-14,Egholmskolen,45,12,5,3,9,5,39,0,5,10,8,1,3,1,39,142,185,Vallensbæk Kommune,2665,Region Hovedstaden
2021-10-14,Egtved Skole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vejle Kommune,6040,Region Syddanmark
2021-10-14,Ejby Skole,20,13,8,14,0,6,4,1,8,7,2,10,1,0,0,93,94,Middelfart Kommune,5592,Region Syddanmark
2021-10-14,Ellehøjskolen,21,5,0,2,0,3,1,1,3,3,15,1,4,1,5,55,65,Aarhus Kommune,8210,Region Midtjylland
2021-10-14,Ellemarkskolen,17,5,1,0,26,1,3,0,0,12,0,0,0,1,0,65,66,Køge Kommune,4600,Region Sjælland
2021-10-14,Ellevangskolen,41,37,11,9,22,5,1,3,0,16,10,4,12,1,45,159,217,Aarhus Kommune,8240,Region Midtjylland
2021-10-14,Elsted Skole,12,21,20,3,25,1,27,0,2,5,3,0,2,0,24,119,145,Aarhus Kommune,8520,Region Midtjylland
2021-10-14,Endrupskolen,13,14,13,4,7,0,18,0,1,16,0,1,0,0,0,87,87,Fredensborg Kommune,3480,Region Hovedstaden
2021-10-14,Engdalskolen,16,34,12,7,5,3,17,0,0,11,49,1,7,0,26,155,188,Aarhus Kommune,8220,Region Midtjylland
2021-10-14,Engesvang Skole,10,6,4,0,0,0,0,0,3,7,0,0,0,0,5,30,35,Ikast-Brande Kommune,7442,Region Midtjylland
2021-10-14,Enghavegård Skole,12,21,2,0,24,0,6,1,3,13,21,10,1,1,7,113,122,Gladsaxe Kommune,2860,Region Hovedstaden
2021-10-14,Engstrandskolen,22,16,3,6,10,2,0,0,5,13,8,2,11,0,12,87,110,Hvidovre Kommune,2650,Region Hovedstaden
"2021-10-14,""Erritsø Fællesskole, Erritsø Bygade"",52,20,5,19,2,9,30,2,6,14,11,3,2,6,39,173,220,Fredericia Kommune,7000,Region Syddanmark"
2021-10-14,Esbjerg Realskole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Esbjerg Kommune,6700,Region Syddanmark
2021-10-14,Eskilstrup Børne- og Skolefællesskab,13,6,3,0,5,0,10,0,1,13,1,1,0,0,7,53,60,Guldborgsund Kommune,4863,Region Sjælland
2021-10-14,Esrum Kostskole,6,0,7,0,0,3,1,0,0,0,0,0,0,1,6,17,24,Gribskov Kommune,3230,Region Hovedstaden
2021-10-14,Fårevejle Fri-  og Efterskole,10,4,0,0,4,0,2,0,3,3,2,1,2,0,7,29,38,Odsherred Kommune,4540,Region Sjælland
2021-10-14,Fårevejle Fri- og Efterskole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Odsherred Kommune,4540,Region Sjælland
2021-10-14,Fårevejle Skole,17,12,0,0,3,0,10,1,3,5,0,1,8,3,1,52,64,Odsherred Kommune,4540,Region Sjælland
2021-10-14,Farstrup Skole,2,3,1,1,0,3,2,0,8,11,0,0,1,0,3,31,35,Aalborg Kommune,9240,Region Nordjylland
2021-10-14,Faxehus Efterskole,41,2,8,0,10,2,5,0,0,0,15,1,13,0,9,84,106,Faxe Kommune,4654,Region Sjælland
2021-10-14,Feldballe Friskole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Syddjurs Kommune,8410,Region Midtjylland
2021-10-14,Ferritslev Friskole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Faaborg-Midtfyn Kommune,5863,Region Syddanmark
2021-10-14,Filstedvejens Skole,38,21,26,0,3,4,0,0,3,5,3,1,1,0,5,104,110,Aalborg Kommune,9000,Region Nordjylland
"2021-10-14,""Fjordbakkeskolen, afdeling Taulov"",16,33,50,1,1,1,3,2,6,7,7,2,1,0,25,129,155,Fredericia Kommune,7000,Region Syddanmark"
2021-10-14,Fjordlandsskolen,26,18,15,3,3,0,8,1,10,11,4,1,0,0,30,100,130,Frederikssund Kommune,4050,Region Hovedstaden
"2021-10-14,""Fladsåskolen, afd. Mogenstrup"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Næstved Kommune,4700,Region Sjælland"
2021-10-14,Fonden Ørting,0,1,1,1,0,0,0,0,0,0,1,0,1,0,15,4,20,Odder Kommune,8300,Region Midtjylland
2021-10-14,Fourfeldtskolen Bohr,38,12,6,18,8,7,6,3,3,10,3,4,0,0,32,118,150,Esbjerg Kommune,6710,Region Syddanmark
2021-10-14,Fredensborg Skole,20,24,23,1,17,2,40,0,16,12,2,0,2,0,13,157,172,Fredensborg Kommune,3480,Region Hovedstaden
2021-10-14,Fredericia Realskole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fredericia Kommune,7000,Region Syddanmark
2021-10-14,Frederiksberg Skole,28,40,15,0,13,2,9,2,0,11,8,3,0,1,18,131,150,Sorø Kommune,4180,Region Sjælland
2021-10-14,Frederiksbjerg Skole,47,52,8,5,16,10,7,5,1,10,6,3,2,1,19,170,192,Aarhus Kommune,8000,Region Midtjylland
2021-10-14,Frederiksborg Byskole,11,65,29,2,6,4,1,2,3,32,8,2,12,1,47,165,225,Hillerød Kommune,3400,Region Hovedstaden
2021-10-14,Frelloskolen,27,37,14,4,6,5,9,0,6,25,6,1,2,0,70,140,212,Varde Kommune,6800,Region Syddanmark
2021-10-14,Friskolen  Østerlund,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sønderborg Kommune,6430,Region Syddanmark
2021-10-14,Friskolen Helios,5,2,1,0,0,0,0,0,1,1,0,2,0,0,3,12,15,Vejen Kommune,6670,Region Syddanmark
2021-10-14,Friskolen i Skive,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Skive Kommune,7800,Region Midtjylland
2021-10-14,Friskolen og Idrætsefterskolen Ubby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kalundborg Kommune,4490,Region Sjælland
2021-10-14,Friskolen på Røsnæs,14,0,2,3,1,1,1,0,1,1,3,0,3,0,5,27,35,Kalundborg Kommune,4400,Region Sjælland
2021-10-14,Friskolen Øster Egesborg,2,0,1,0,1,0,21,0,2,2,2,1,1,0,2,32,35,Vordingborg Kommune,4735,Region Sjælland
2021-10-14,Frydenhøjskolen,28,10,2,3,11,2,18,3,3,1,5,1,2,0,14,87,103,Hvidovre Kommune,2650,Region Hovedstaden
2021-10-14,Fuglsanggårdsskolen,10,14,31,0,10,0,5,0,1,18,3,12,5,0,16,104,125,Lyngby-Taarbæk Kommune,2830,Region Hovedstaden
"2021-10-14,""Funder-Kragelund Skole, Silkeborg"",7,7,5,1,2,2,0,0,2,10,0,0,0,2,2,36,40,Silkeborg Kommune,8600,Region Midtjylland"
2021-10-14,Fælleshåbsskolen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vejle Kommune,7080,Region Syddanmark
2021-10-14,Fællesskolen Favrdal-Fjelstrup,73,64,10,15,12,4,12,5,26,32,21,5,41,6,24,279,350,Haderslev Kommune,6100,Region Syddanmark
2021-10-14,Fællesskolen Hammelev-Sct. Severin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Haderslev Kommune,6100,Region Syddanmark
2021-10-14,Gamle Hjortespringskole,0,1,0,0,0,0,0,1,3,0,2,0,1,0,3,7,11,Herlev Kommune,2730,Region Hovedstaden
2021-10-14,Ganløse Skole,10,8,11,4,18,3,28,1,7,8,11,2,4,2,20,111,137,Egedal Kommune,3660,Region Hovedstaden
"2021-10-14,""Gåsetårnskolen, Iselinge"",67,15,12,3,26,5,11,6,11,21,9,7,2,5,49,193,249,Vordingborg Kommune,4760,Region Sjælland"
2021-10-14,Gedved Skole,31,1,7,3,2,1,7,0,1,3,0,2,3,2,5,58,68,Horsens Kommune,8751,Region Midtjylland
2021-10-14,Giersings Realskole,15,18,25,7,17,0,10,0,1,19,17,2,3,0,10,131,144,Odense Kommune,5000,Region Syddanmark
2021-10-14,Gilbjergskolen,44,12,57,3,42,2,8,1,4,10,11,3,13,0,41,197,251,Gribskov Kommune,3250,Region Hovedstaden
2021-10-14,Gildbroskolen,22,15,0,5,8,2,15,7,4,3,8,3,3,4,18,92,117,Ishøj Kommune,2635,Region Hovedstaden
2021-10-14,Gislev Friskole,1,1,0,1,1,1,0,0,1,10,0,0,0,0,4,16,20,Faaborg-Midtfyn Kommune,5854,Region Syddanmark
2021-10-14,Gladsaxe Privatskole,9,5,4,1,0,0,1,0,1,3,0,0,2,1,10,24,37,Gladsaxe Kommune,2800,Region Hovedstaden
2021-10-14,Gladsaxe Skole,51,13,1,6,8,8,3,0,1,2,3,2,3,3,26,98,130,Gladsaxe Kommune,2860,Region Hovedstaden
2021-10-14,Glamsbjergskolen,19,18,9,2,3,1,4,5,1,25,4,1,5,0,28,92,125,Assens Kommune,5620,Region Syddanmark
"2021-10-14,""Glostrup skole, Nordvang"",9,3,12,3,5,2,12,0,12,2,16,5,3,0,15,81,99,Glostrup Kommune,2600,Region Hovedstaden"
"2021-10-14,""Glostrup skole, Søndervang"",18,15,2,2,9,1,4,0,3,6,6,0,8,5,17,66,96,Glostrup Kommune,2600,Region Hovedstaden"
"2021-10-14,""Glostrup Skole, Vestervang"",8,1,0,2,2,0,0,0,0,2,1,1,1,0,2,17,20,Glostrup Kommune,2600,Region Hovedstaden"
2021-10-14,Gludsted Friskole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ikast-Brande Kommune,7361,Region Midtjylland
2021-10-14,Gram Skole,10,1,5,0,0,1,0,0,0,7,0,0,7,0,4,24,35,Haderslev Kommune,6510,Region Syddanmark
2021-10-14,Gredstedbro Skole Vadehav,6,9,1,3,2,0,0,0,2,15,2,2,1,1,11,42,55,Esbjerg Kommune,6771,Region Syddanmark
2021-10-14,Gregers Krabbe Friskolen,8,5,1,0,2,0,0,0,1,2,1,0,1,0,0,20,21,Rebild Kommune,9520,Region Nordjylland
2021-10-14,Grejs Friskole,6,5,2,2,2,0,11,0,2,3,3,0,1,0,3,36,40,Vejle Kommune,7100,Region Syddanmark
2021-10-14,Grøndalsvængets Skole,7,10,1,0,4,1,2,0,4,0,29,0,1,0,9,58,68,Københavns Kommune,2400,Region Hovedstaden
2021-10-14,Grønhøjskolen,3,9,1,1,0,0,5,2,2,13,0,1,0,0,1,37,38,Randers Kommune,8983,Region Midtjylland
2021-10-14,Grønnemose Skole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gladsaxe Kommune,2860,Region Hovedstaden
2021-10-14,Grønvangskolen,54,12,56,9,23,0,2,1,1,29,0,2,7,4,16,189,216,Vejen Kommune,6600,Region Syddanmark
2021-10-14,Gudenåskolen,10,0,4,0,11,1,0,0,0,3,6,2,2,0,4,37,43,Skanderborg Kommune,8680,Region Midtjylland
