date,school,party_s,party_rv,party_kf,party_nb,party_sf,party_vegan,party_la,party_kd,party_df,party_v,party_el,party_alt,blank,invalid,not_voted,valid,electorate,municipality,zip_code,region
2015-01-29,Tovshøjskolen,28,4,1,,4,,0,1,4,4,10,,3,0,7,56,66,Aarhus Kommune,8220,Region Midtjylland
2015-01-29,Tranegårdskolen,4,7,13,,0,,10,0,7,3,5,,3,0,18,49,70,Gentofte Kommune,2900,Region Hovedstaden
2015-01-29,Tre Falke Skolen,6,9,28,,7,,5,0,0,8,21,,1,0,21,84,106,Frederiksberg Kommune,2000,Region Hovedstaden
2015-01-29,Trekronergade Freinetskole,6,3,0,,6,,6,0,0,0,19,,0,0,0,40,40,Københavns Kommune,2500,Region Hovedstaden
2015-01-29,Trekronerskolen,23,24,32,,7,,9,0,2,5,7,,0,1,28,109,138,Roskilde Kommune,4000,Region Sjælland
2015-01-29,Trongårdsskolen,17,25,2,,4,,12,0,5,21,4,,1,10,10,90,111,Lyngby-Taarbæk Kommune,2800,Region Hovedstaden
2015-01-29,Trællerupskolen,1,8,2,,3,,15,0,1,6,2,,1,1,5,38,45,Lejre Kommune,4000,Region Sjælland
2015-01-29,Trørødskolen,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Rudersdal Kommune,2950,Region Hovedstaden
2015-01-29,Tungelundskolen,5,3,3,,1,,18,0,18,27,1,,2,1,1,76,80,Favrskov Kommune,8881,Region Midtjylland
2015-01-29,Tvis Skole,8,5,77,,5,,13,1,6,9,1,,2,1,18,125,146,Holstebro Kommune,7500,Region Midtjylland
2015-01-29,Tybjerg Privatskole,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Næstved Kommune,4160,Region Sjælland
"2015-01-29,""Tølløse Privat- og Efterskole, Baptisternes Skoler"",11,7,6,,14,,4,3,23,17,11,,35,1,28,96,160,Holbæk Kommune,4340,Region Sjælland"
2015-01-29,Tømmerup Fri- og Efterskole,3,7,0,,7,,0,0,6,11,2,,3,0,4,36,43,Kalundborg Kommune,4400,Region Sjælland
2015-01-29,Tømmerup Fri- og Efterskole,1,4,2,,1,,5,0,1,3,3,,1,0,6,20,27,Kalundborg Kommune,4400,Region Sjælland
2015-01-29,Tønder Overbygningsskole,22,46,35,,29,,44,7,42,79,14,,5,5,34,318,362,Tønder Kommune,6270,Region Syddanmark
2015-01-29,Tørring Skole,6,2,10,,3,,3,0,10,11,5,,1,0,9,50,60,Hedensted Kommune,7160,Region Midtjylland
2015-01-29,Uglegårdsskolen - Uglegård afdeling,4,15,54,,2,,16,1,14,75,3,,4,4,34,184,226,Solrød Kommune,2680,Region Sjælland
2015-01-29,Ulstrup Skole,8,12,5,,8,,8,0,8,21,5,,5,0,5,75,85,Favrskov Kommune,8860,Region Midtjylland
2015-01-29,UngVest - en af ungdomsskolerne i Odense,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Odense Kommune,5200,Region Syddanmark
2015-01-29,Vadgård Skole,14,10,5,,6,,4,0,6,37,2,,2,0,14,84,100,Gladsaxe Kommune,2860,Region Hovedstaden
2015-01-29,Vadum Skole,8,2,1,,2,,1,0,4,21,5,,0,0,22,44,66,Aalborg Kommune,9430,Region Nordjylland
2015-01-29,Vallekilde-Hørve Friskole,1,1,4,,2,,11,0,1,9,4,,1,0,7,33,41,Odsherred Kommune,4534,Region Sjælland
2015-01-29,Vallerødskolen,6,5,20,,2,,4,0,3,33,4,,1,0,11,77,89,Hørsholm Kommune,2960,Region Hovedstaden
2015-01-29,Vamdrup Skole,4,4,6,,4,,16,0,7,15,2,,3,1,3,58,65,Kolding Kommune,6580,Region Syddanmark
2015-01-29,Vandel Efterskole,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Vejle Kommune,7184,Region Syddanmark
2015-01-29,Vanløse Skole,13,1,1,,7,,4,1,0,3,2,,0,0,3,32,35,Københavns Kommune,2720,Region Hovedstaden
2015-01-29,Vardeegnens Gymnasieforberedende Efterskole,2,5,1,,0,,6,0,1,2,5,,2,0,31,22,55,Varde Kommune,6800,Region Syddanmark
2015-01-29,Vedbæk Skole,1,16,1,,5,,11,0,3,29,0,,1,0,24,66,91,Rudersdal Kommune,2950,Region Hovedstaden
2015-01-29,Vedsted Friskole,3,0,0,,1,,0,0,1,7,0,,0,0,0,12,12,Jammerbugt Kommune,9440,Region Nordjylland
2015-01-29,Vejle Friskole,16,7,0,,2,,4,0,1,4,2,,2,0,5,36,43,Vejle Kommune,7100,Region Syddanmark
2015-01-29,Vejlebroskolen,39,0,0,,3,,5,0,2,10,1,,0,0,14,60,74,Ishøj Kommune,2635,Region Hovedstaden
2015-01-29,Velling Friskole,1,5,0,,0,,1,0,2,5,0,,0,0,1,14,15,Ringkøbing-Skjern Kommune,6950,Region Midtjylland
2015-01-29,Vemmelev Skole,12,3,21,,12,,3,2,3,17,1,,8,0,3,74,85,Slagelse Kommune,4241,Region Sjælland
2015-01-29,Vestbirk Musik- & Sportsefterskole,6,11,4,,2,,6,0,3,9,3,,3,0,8,44,55,Horsens Kommune,8752,Region Midtjylland
2015-01-29,Vestbjerg Skole,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Aalborg Kommune,9380,Region Nordjylland
2015-01-29,Vester Hassing Skole,8,5,7,,2,,8,1,1,37,0,,2,0,6,69,77,Aalborg Kommune,9310,Region Nordjylland
2015-01-29,Vester Hornum Skole,5,1,2,,1,,4,0,3,13,0,,0,0,6,29,35,Vesthimmerlands Kommune,9640,Region Nordjylland
2015-01-29,Vestermarkskolen,14,15,1,,1,,2,0,8,15,1,,6,0,3,57,66,Svendborg Kommune,5762,Region Syddanmark
2015-01-29,Vestre Skole,22,10,6,,6,,13,0,15,10,4,,0,4,0,86,90,Viborg Kommune,8800,Region Midtjylland
2015-01-29,Vestre Skole,13,17,12,,10,,18,0,14,25,4,,1,2,15,113,131,Norddjurs Kommune,8500,Region Midtjylland
2015-01-29,Vestre Skole,8,3,2,,0,,2,2,2,13,1,,0,0,3,33,36,Middelfart Kommune,5500,Region Syddanmark
2015-01-29,Vestre Skole,8,2,20,,24,,3,0,2,14,9,,3,2,6,82,93,Silkeborg Kommune,8600,Region Midtjylland
2015-01-29,Vestsalling Skole og Dagtilbud,5,5,7,,6,,43,0,1,37,2,,4,3,8,106,121,Skive Kommune,7860,Region Midtjylland
"2015-01-29,""Vestskolen, Nordskov afdeling"",17,8,23,,12,,22,4,13,33,4,,3,3,44,136,186,Faxe Kommune,4690,Region Sjælland"
2015-01-29,Viborg Private Realskole,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Viborg Kommune,8800,Region Midtjylland
2015-01-29,Viby Friskole,4,1,7,,7,,1,0,0,14,3,,0,0,0,37,37,Roskilde Kommune,4130,Region Sjælland
2015-01-29,Vigersted Skole,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Ringsted Kommune,4100,Region Sjælland
2015-01-29,Vildbjerg Skole,17,10,4,,8,,8,0,12,32,3,,5,1,24,94,124,Herning Kommune,7480,Region Midtjylland
2015-01-29,Vindblæs Friskole,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Mariagerfjord Kommune,8970,Region Nordjylland
2015-01-29,Vinderup Realskole,6,5,14,,10,,11,0,4,20,4,,0,0,8,74,82,Holstebro Kommune,7830,Region Midtjylland
2015-01-29,Vinding Skole,8,2,4,,2,,1,0,3,40,0,,3,2,6,60,71,Herning Kommune,7550,Region Midtjylland
2015-01-29,Virring Skole,7,6,6,,2,,3,1,2,40,1,,4,0,5,68,77,Skanderborg Kommune,8660,Region Midtjylland
2015-01-29,Virum Skole,15,27,14,,9,,22,2,10,42,11,,10,1,29,152,192,Lyngby-Taarbæk Kommune,2830,Region Hovedstaden
2015-01-29,Vitaskolen,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Esbjerg Kommune,6715,Region Syddanmark
2015-01-29,Vittenbergskolen,5,1,10,,3,,18,0,1,9,0,,0,0,73,47,120,Esbjerg Kommune,6760,Region Syddanmark
2015-01-29,Vivild Gymnastik- & Idrætsefterskole,5,2,5,,1,,7,0,4,5,2,,1,0,9,31,41,Norddjurs Kommune,8961,Region Midtjylland
2015-01-29,Vokslev Friskole,2,5,1,,2,,0,1,4,1,2,,0,0,1,18,19,Aalborg Kommune,9240,Region Nordjylland
2015-01-29,Vonsild Skole,7,4,2,,5,,2,0,2,55,0,,2,0,1,77,80,Kolding Kommune,6000,Region Syddanmark
2015-01-29,Vor Frue Skole,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Næstved Kommune,4700,Region Sjælland
2015-01-29,Vorbasse Skole,13,3,7,,4,,2,0,11,20,6,,0,0,12,66,78,Billund Kommune,6623,Region Syddanmark
2015-01-29,Vorup Skole,6,6,5,,3,,2,0,7,47,6,,3,1,0,82,86,Randers Kommune,8940,Region Midtjylland
2015-01-29,Vostrup Efterskole - Skole for Musik og Teater,3,3,1,,3,,0,0,1,3,2,,0,0,1,16,17,Ringkøbing-Skjern Kommune,6880,Region Midtjylland
2015-01-29,Vrå undervisningssted,15,12,3,,2,,4,0,10,42,8,,0,0,14,96,110,Hjørring Kommune,9760,Region Nordjylland
2015-01-29,Vrigsted Efterskole,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Hedensted Kommune,7140,Region Midtjylland
2015-01-29,Øbro Fri Skole,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Københavns Kommune,2100,Region Hovedstaden
2015-01-29,Ølgod Skole,3,1,16,,0,,83,1,4,2,0,,0,6,19,110,135,Varde Kommune,6870,Region Syddanmark
2015-01-29,Ørestad Friskole,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Københavns Kommune,2300,Region Hovedstaden
2015-01-29,Ørstedskolen,9,17,17,,8,,17,3,33,38,9,,3,8,30,151,192,Langeland Kommune,5900,Region Syddanmark
2015-01-29,Ørum Skole,6,11,0,,28,,6,2,10,14,4,,0,2,17,81,100,Norddjurs Kommune,8586,Region Midtjylland
2015-01-29,Øse Efterskole,5,5,4,,2,,6,0,4,2,7,,1,0,0,35,36,Varde Kommune,6800,Region Syddanmark
2015-01-29,Østbirk Skole,8,6,9,,3,,3,1,1,21,0,,0,0,18,52,70,Horsens Kommune,8752,Region Midtjylland
2015-01-29,Øster Farimagsgades Skole,2,20,1,,54,,7,0,2,4,4,,1,0,10,94,105,Københavns Kommune,2100,Region Hovedstaden
2015-01-29,Øster Jølby Friskole,1,3,1,,0,,1,0,1,6,1,,0,0,1,14,15,Morsø Kommune,7950,Region Nordjylland
2015-01-29,Østerhøjskolen,11,12,20,,9,,24,0,3,9,14,,1,2,12,102,117,Ballerup Kommune,2750,Region Hovedstaden
2015-01-29,Østervangskolen,15,6,23,,7,,1,0,6,14,4,,4,1,0,76,81,Favrskov Kommune,8370,Region Midtjylland
2015-01-29,Østervangsskolen,16,3,7,,3,,2,0,5,40,1,,1,2,0,77,80,Roskilde Kommune,4000,Region Sjælland
2015-01-29,Østre Skole,44,9,7,,13,,2,2,15,52,1,,7,0,28,145,180,Thisted Kommune,7700,Region Nordjylland
2015-01-29,Østre Skole,2,5,12,,0,,5,0,3,13,1,,0,0,97,41,138,Guldborgsund Kommune,4800,Region Sjælland
2015-01-29,Østre Skole,22,7,15,,5,,5,0,3,35,6,,1,1,12,98,112,Middelfart Kommune,5500,Region Syddanmark
2015-01-29,Østskolen,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,Faxe Kommune,4640,Region Sjælland
"2015-01-29,""Østskolen, Hylleholt afdeling"",9,5,6,,2,,1,3,3,6,4,,1,0,8,39,48,Faxe Kommune,4654,Region Sjælland"
"2015-01-29,""Østskolen, Rollo afdeling"",13,0,0,,4,,15,2,13,8,4,,2,3,21,59,85,Faxe Kommune,4640,Region Sjælland"
2017-02-02,10 i Campus,17,0,4,2,4,,23,,35,14,4,1,5,0,41,104,150,Varde Kommune,6800,Region Syddanmark
2017-02-02,10. klasse Aabenraa,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,Aabenraa Kommune,6200,Region Syddanmark
2017-02-02,10. Klasse Center Skive,8,2,20,1,3,,10,,5,2,2,1,1,0,15,54,70,Skive Kommune,7800,Region Midtjylland
2017-02-02,10. Klasse UngdomsCenter Vejle,9,4,2,0,1,,2,,17,4,1,4,0,1,15,44,60,Vejle Kommune,7100,Region Syddanmark
2017-02-02,10.Klasseskolen,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,Helsingør Kommune,3000,Region Hovedstaden
2017-02-02,A-klassen Stillinge Skole,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,Slagelse Kommune,4200,Region Sjælland
2017-02-02,Aabybro Efterskole,3,2,1,0,0,,12,,3,11,1,0,1,0,11,33,45,Jammerbugt Kommune,9440,Region Nordjylland
2017-02-02,Aakjærskolen,9,4,36,2,1,,5,,5,7,1,0,1,1,13,70,85,Skive Kommune,7800,Region Midtjylland
2017-02-02,Aalborg Friskole,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,Aalborg Kommune,9000,Region Nordjylland
"2017-02-02,""Aarhus Business College, EUX Business & EUD Business"",4,1,0,0,0,,2,,3,1,1,0,0,1,5,12,18,Aarhus Kommune,8260,Region Midtjylland"
2017-02-02,Aars Skole,7,9,9,0,3,,7,,21,20,5,1,4,0,9,82,95,Vesthimmerlands Kommune,9600,Region Nordjylland
2017-02-02,Aarupskolen,15,14,12,1,1,,6,,11,21,1,3,0,1,11,85,97,Assens Kommune,5560,Region Syddanmark
2017-02-02,Absalons Skole,15,21,9,0,5,,19,,4,5,3,20,2,0,32,101,135,Roskilde Kommune,4000,Region Sjælland
2017-02-02,Åbybro Friskole,4,0,5,0,1,,15,,3,14,1,1,3,0,3,44,50,Jammerbugt Kommune,9440,Region Nordjylland
2017-02-02,Ådalens Privatskole,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,Ishøj Kommune,2635,Region Hovedstaden
2017-02-02,Ådalens Skole,27,14,6,0,4,,32,,13,37,6,11,3,2,30,150,185,Frederikssund Kommune,3600,Region Hovedstaden
2017-02-02,Ågård Efterskole,13,43,7,1,0,,25,,4,18,3,1,3,6,14,115,138,Vejle Kommune,6040,Region Syddanmark
2017-02-02,Agedrup Skole,6,5,1,0,0,,2,,7,0,0,2,0,0,7,23,30,Odense Kommune,5320,Region Syddanmark
2017-02-02,Agerbæk Skole,15,3,8,1,1,,9,,7,9,1,0,4,3,6,54,67,Varde Kommune,6753,Region Syddanmark
2017-02-02,Agerskov Kristne Friskole,4,3,11,0,2,,1,,2,13,4,0,3,2,6,40,51,Tønder Kommune,6534,Region Syddanmark
2017-02-02,Ahi International School,1,0,0,0,0,,11,,4,1,20,1,2,2,3,38,45,Københavns Kommune,2720,Region Hovedstaden
2017-02-02,Al Hikma Skolen,2,7,1,0,1,,3,,0,1,13,5,1,0,6,33,40,Københavns Kommune,2450,Region Hovedstaden
2017-02-02,Al Quds Skole,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,Københavns Kommune,2400,Region Hovedstaden
2017-02-02,Al-Hilal Skolen,1,0,0,0,0,,2,,0,1,15,0,0,3,14,19,36,Københavns Kommune,2400,Region Hovedstaden
2017-02-02,Al-Irchad Skolen,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,Helsingør Kommune,3000,Region Hovedstaden
2017-02-02,Ålestrup Realskole,2,2,2,1,1,,7,,2,25,0,2,0,0,0,44,44,Vesthimmerlands Kommune,9620,Region Nordjylland
2017-02-02,Allerslev Skole,9,24,14,1,4,,32,,2,5,3,1,2,2,26,95,125,Lejre Kommune,4320,Region Sjælland
2017-02-02,Alme Kristne Friskole,6,14,5,1,2,,1,,6,3,0,0,0,2,1,38,41,Gribskov Kommune,3230,Region Hovedstaden
2017-02-02,Amager Fælled Skole,7,9,4,0,2,,7,,5,7,26,2,0,3,7,69,79,Københavns Kommune,2300,Region Hovedstaden
2017-02-02,Amager Privatskole,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,Tårnby Kommune,2770,Region Hovedstaden
2017-02-02,Amager's International School,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,Københavns Kommune,2300,Region Hovedstaden
2017-02-02,Amagerskolen,2,4,4,1,1,,21,,1,32,0,1,0,0,0,67,67,Ringkøbing-Skjern Kommune,6900,Region Midtjylland
2017-02-02,Andreasskolen,12,3,4,0,2,,1,,3,11,0,3,0,0,5,39,44,Holbæk Kommune,4300,Region Sjælland
2017-02-02,Anholt Skole,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,Norddjurs Kommune,8592,Region Midtjylland
2017-02-02,Anna Trolles Skole,10,1,1,1,0,,1,,4,5,3,12,1,0,11,38,50,Middelfart Kommune,5464,Region Syddanmark
2017-02-02,Ans Skole,9,6,13,0,3,,12,,6,14,2,1,2,0,6,66,74,Silkeborg Kommune,8643,Region Midtjylland
2017-02-02,Ansager Skole,5,6,3,0,1,,3,,7,9,1,0,2,0,3,35,40,Varde Kommune,6823,Region Syddanmark
2017-02-02,Antvorskov Skole,38,10,77,1,1,,16,,18,20,5,5,3,3,78,191,275,Slagelse Kommune,4200,Region Sjælland
2017-02-02,Arden Skole,19,9,10,0,3,,12,,5,15,1,1,1,0,21,75,97,Mariagerfjord Kommune,9510,Region Nordjylland
2017-02-02,Assens Skole,10,3,7,2,1,,4,,0,6,1,3,0,0,3,37,40,Mariagerfjord Kommune,9550,Region Nordjylland
2017-02-02,Atheneskolen - skolen for børn med særlige forudsætninger,9,11,1,0,7,,1,,0,5,0,6,0,0,4,40,44,Gladsaxe Kommune,2860,Region Hovedstaden
2017-02-02,Augustenborg Skole,2,5,3,0,2,,47,,13,15,1,2,2,4,19,90,115,Sønderborg Kommune,6440,Region Syddanmark
2017-02-02,Auraskolen Bryndum,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,Esbjerg Kommune,6715,Region Syddanmark
2017-02-02,Auraskolen Hjerting,7,16,39,5,5,,28,,9,15,1,1,1,1,25,126,153,Esbjerg Kommune,6710,Region Syddanmark
2017-02-02,Avedøre Skole,31,7,1,0,8,,1,,18,4,4,1,0,0,0,75,75,Hvidovre Kommune,2650,Region Hovedstaden
2017-02-02,Bagsværd Friskole (Hanna-Skolen),12,15,0,0,3,,1,,0,5,1,3,5,1,16,40,62,Gladsaxe Kommune,2880,Region Hovedstaden
2017-02-02,Bagsværd Gymnasiums Grundskole,20,78,15,7,21,,49,,2,88,3,4,5,0,36,287,328,Gladsaxe Kommune,2880,Region Hovedstaden
2017-02-02,Bagsværd Skole,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,Gladsaxe Kommune,2880,Region Hovedstaden
2017-02-02,Bakkegårdsskolen,21,2,18,0,15,,7,,1,19,3,1,2,0,19,87,108,Gentofte Kommune,2820,Region Hovedstaden
2017-02-02,Bakkegårdsskolen,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,Aarhus Kommune,8380,Region Midtjylland
2017-02-02,Bakkeskolen,8,8,24,0,5,,12,,3,23,1,6,0,0,10,90,100,Kolding Kommune,6000,Region Syddanmark
2017-02-02,Bakkeskolen,5,6,5,1,1,,19,,1,12,1,3,1,0,75,54,130,Skanderborg Kommune,8362,Region Midtjylland
2017-02-02,Balletskolen,6,9,1,1,1,,5,,6,6,0,2,0,0,4,37,41,Holstebro Kommune,7500,Region Midtjylland
2017-02-02,Balsmoseskolen,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,Egedal Kommune,2765,Region Hovedstaden
2017-02-02,Bankagerskolen,1,0,5,0,2,,2,,0,9,0,0,2,0,45,19,66,Horsens Kommune,8700,Region Midtjylland
2017-02-02,Bavnebakkeskolen,10,1,5,0,1,,1,,2,5,3,2,0,1,0,30,31,Rebild Kommune,9530,Region Nordjylland
2017-02-02,Beder Skole,7,5,0,1,10,,1,,2,4,0,2,0,0,2,32,34,Aarhus Kommune,8330,Region Midtjylland
2017-02-02,BillundSkolen,22,16,10,0,8,,11,,6,56,0,3,1,1,7,132,141,Billund Kommune,7190,Region Syddanmark
2017-02-02,Bindernæs Efterskole,7,13,23,0,4,,8,,18,13,1,4,5,0,32,91,128,Lolland Kommune,4970,Region Sjælland
2017-02-02,Birkhovedskolen,31,2,4,0,0,,7,,4,13,1,3,1,0,22,65,88,Nyborg Kommune,5800,Region Syddanmark
2017-02-02,Bistrupskolen,5,13,7,0,1,,9,,2,10,1,8,0,0,33,56,89,Rudersdal Kommune,3460,Region Hovedstaden
2017-02-02,Bjergby Friskole,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,Morsø Kommune,7950,Region Nordjylland
2017-02-02,Bjerget Efterskole,12,5,3,0,8,,7,,1,4,5,7,7,0,6,52,65,Thisted Kommune,7741,Region Nordjylland
2017-02-02,Blåbjerg Friskole,0,1,1,0,0,,0,,8,8,1,1,1,0,1,20,22,Varde Kommune,6854,Region Syddanmark
"2017-02-02,""Blåbjergskolen, Nr. Nebel afd."",0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,Varde Kommune,6830,Region Syddanmark"
2017-02-02,Blågård Skole,0,2,0,0,0,,0,,0,0,21,0,0,0,3,23,26,Københavns Kommune,2200,Region Hovedstaden
2017-02-02,Blicherskolen,0,7,8,0,1,,4,,2,22,1,0,2,0,7,45,54,Randers Kommune,8981,Region Midtjylland
2017-02-02,Blære Friskole,0,4,0,0,0,,2,,6,10,0,2,0,0,0,24,24,Vesthimmerlands Kommune,9600,Region Nordjylland
2017-02-02,Boesagerskolen,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,Egedal Kommune,2765,Region Hovedstaden
2017-02-02,Bogense Skole,29,0,5,2,3,,7,,11,10,3,1,2,3,10,71,86,Nordfyns Kommune,5400,Region Syddanmark
2017-02-02,Bohrskolen Vita,30,28,28,5,18,,37,,20,67,6,21,9,5,51,260,325,Esbjerg Kommune,6715,Region Syddanmark
2017-02-02,Bordings Friskole,9,10,0,0,3,,1,,0,1,5,44,2,1,4,73,80,Københavns Kommune,2100,Region Hovedstaden
2017-02-02,Borgerskolen,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,Høje-Taastrup Kommune,2630,Region Hovedstaden
2017-02-02,Bork Havn Efterskole,3,4,3,2,2,,8,,10,25,3,1,0,1,1,61,63,Ringkøbing-Skjern Kommune,6893,Region Midtjylland
2017-02-02,Borup Skole,7,7,8,0,4,,46,,4,14,2,11,0,0,7,103,110,Køge Kommune,4140,Region Sjælland
2017-02-02,Bramdrup Skole,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,Kolding Kommune,6000,Region Syddanmark
2017-02-02,Bramsnæsvigskolen,10,1,4,0,1,,19,,0,12,2,1,1,0,6,50,57,Lejre Kommune,4070,Region Sjælland
2017-02-02,Bredagerskolen,9,13,21,2,4,,0,,2,11,4,5,0,1,8,71,80,Vejle Kommune,7300,Region Syddanmark
2017-02-02,Breum Skole,10,10,27,0,0,,9,,4,19,4,0,2,0,15,83,100,Skive Kommune,7870,Region Midtjylland
2017-02-02,Broager Skole,22,10,0,5,4,,12,,22,48,10,4,17,2,0,137,156,Sønderborg Kommune,6310,Region Syddanmark
2017-02-02,Brobyskolerne,11,6,21,3,4,,4,,12,9,0,4,6,0,0,74,80,Faaborg-Midtfyn Kommune,5672,Region Syddanmark
2017-02-02,Broskolen,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,Slagelse Kommune,4220,Region Sjælland
"2017-02-02,""Brovandeskolen, Den Lille Skole i Skagen"",1,1,10,0,1,,2,,2,15,0,2,0,0,6,34,40,Frederikshavn Kommune,9990,Region Nordjylland"
2017-02-02,Brovst Skole,5,9,17,1,2,,0,,6,30,9,2,2,0,13,81,96,Jammerbugt Kommune,9460,Region Nordjylland
2017-02-02,Bryrup Skole,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,Silkeborg Kommune,8654,Region Midtjylland
2017-02-02,Brædstrup Skole,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,Horsens Kommune,8740,Region Midtjylland
2017-02-02,Brændgårdskolen,16,15,3,0,10,,18,,4,5,9,1,0,3,7,81,91,Herning Kommune,7400,Region Midtjylland
2017-02-02,Brændkjærskolen,2,3,2,1,0,,2,,2,3,0,0,1,0,3,15,19,Kolding Kommune,6000,Region Syddanmark
2017-02-02,Brændstrup Kristne Friskole,5,2,5,0,0,,1,,2,3,1,0,0,0,4,19,23,Vejen Kommune,6630,Region Syddanmark
2017-02-02,Brøndby Strand Skole,7,11,6,0,4,,3,,2,11,37,0,5,2,17,81,105,Brøndby Kommune,2660,Region Hovedstaden
2017-02-02,Brøndbyvester Skole,17,3,28,0,3,,64,,22,25,13,7,5,3,53,182,243,Brøndby Kommune,2605,Region Hovedstaden
2017-02-02,Brøndbyøster Skole,17,3,0,1,1,,2,,9,14,6,2,2,0,13,55,70,Brøndby Kommune,2605,Region Hovedstaden
2017-02-02,Buddinge Skole,6,13,8,0,13,,1,,2,19,4,3,4,0,21,69,94,Gladsaxe Kommune,2860,Region Hovedstaden
2017-02-02,Byhaveskolen,1,0,2,0,1,,0,,3,0,1,1,1,0,2,9,12,Svendborg Kommune,5700,Region Syddanmark
2017-02-02,Bylderup Skole,6,2,7,1,0,,4,,15,27,0,0,2,0,12,62,76,Aabenraa Kommune,6372,Region Syddanmark
2017-02-02,Byplanvejens Skole,15,5,2,0,6,,7,,1,13,2,0,0,3,12,51,66,Aalborg Kommune,9210,Region Nordjylland
"2017-02-02,""Byskovskolen, afd. Benløse"",0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,Ringsted Kommune,4100,Region Sjælland"
2017-02-02,Bække Skole,2,9,7,0,4,,5,,8,10,2,1,4,0,20,48,72,Vejen Kommune,6622,Region Syddanmark
2017-02-02,Bækkegårdsskolen,7,7,20,0,7,,13,,8,3,3,2,0,0,20,70,90,Egedal Kommune,3650,Region Hovedstaden
2017-02-02,Campusskolen,58,43,44,1,14,,27,,19,71,9,36,2,3,86,322,413,Ringsted Kommune,4100,Region Sjælland
2017-02-02,CampusU10,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,Frederikssund Kommune,3600,Region Hovedstaden
2017-02-02,Christiansfeld Skole,4,4,3,2,4,,9,,8,14,0,1,2,0,10,49,61,Kolding Kommune,6070,Region Syddanmark
2017-02-02,Christinelystskolen,38,8,19,0,9,,7,,14,43,6,3,2,4,14,147,167,Lemvig Kommune,7620,Region Midtjylland
2017-02-02,Copenhagen City School,3,17,0,0,4,,3,,3,1,7,1,1,0,6,39,46,Københavns Kommune,1610,Region Hovedstaden
2017-02-02,Cosmosskolen Boldesager,13,2,30,1,0,,6,,4,5,3,1,0,0,13,65,78,Esbjerg Kommune,6700,Region Syddanmark
2017-02-02,Dalmose skole,0,0,28,2,3,,0,,4,2,1,1,0,0,4,41,45,Slagelse Kommune,4261,Region Sjælland
2017-02-02,Dalumskolen,19,17,8,0,1,,11,,5,17,5,5,5,0,7,88,100,Odense Kommune,5260,Region Syddanmark
2017-02-02,Danehofskolen,17,8,3,2,4,,12,,5,13,8,10,2,2,24,82,110,Nyborg Kommune,5800,Region Syddanmark
2017-02-02,Den Classenske Legatskole,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,Københavns Kommune,1552,Region Hovedstaden
2017-02-02,Den sikrede døgninstitution Koglen,1,0,0,0,0,,1,,0,2,1,0,1,1,3,5,10,Herning Kommune,7270,Region Midtjylland
2017-02-02,Den Tyske Efterskole Tinglev,2,2,2,0,1,,3,,2,1,1,2,0,0,2,16,18,Aabenraa Kommune,6360,Region Syddanmark
